P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-2248.04,,2248.04,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.12,,1.04,1.00,1.04,1.04,        323.6026,        323.6027,        323.6027,1080.6,1080.6,1080.6,1129.4,1129.4,1129.4,1.1,-23.56,1.98,2.65,0.04,0.00,0.04,84.8,,KOI-2248,,,Cyg,G,0.84,0.75,5294.0,0.396413,,2.300,15.5,776.07,19.4827,48.5116,-33.0,11.4386,4,0,0.482,1.210,-2.23,-0.30,-1.12,0.28,0.00,0.98,0.01,0.30,0,0,0,0,tran,2012
KOI-2250.01,,2250.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,3.10,0.32,0.99,1.75,        239.2047,        239.2047,        239.2048,1001.9,1001.9,1001.9,1055.0,1055.0,1055.0,3.0,-25.62,5.89,2.94,0.04,0.00,0.04,84.8,,KOI-2250,,,Lyr,K,0.85,0.87,4749.0,0.345412,,,15.6,766.80,19.0144,41.2824,-32.7,12.2241,1,0,0.459,1.183,-2.16,1.85,-0.66,0.25,0.00,0.49,0.01,0.21,0,0,0,0,tran,2012
KOI-2252.01,,2252.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,3.40,,1.58,0.86,1.36,1.47,        184.8417,        184.8418,        184.8418,939.4,939.4,939.4,992.3,992.3,992.3,2.9,-23.87,3.00,13.54,0.12,0.00,0.12,87.7,,KOI-2252,,,Cyg,F,1.17,1.31,6367.0,2.530299,,3.140,13.6,832.15,19.4823,41.5752,-32.4,5.9695,1,0,1.166,2.795,-2.29,0.05,-0.80,0.29,0.00,0.78,0.01,0.28,0,0,0,0,tran,2012
KOI-2253.01,,2253.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,5.75,,2.00,0.72,1.44,1.70,        50.09743,        50.09743,        50.09745,677.8,677.8,677.8,732.2,732.2,732.2,4.1,-22.96,3.80,22.71,0.16,0.00,0.16,87.7,,KOI-2253,,,Cyg,F,1.08,1.00,6168.0,1.298576,,0.500,14.6,919.70,19.6178,45.2043,-31.0,3.3105,1,0,0.842,2.034,-2.14,0.41,-0.47,0.31,0.00,0.67,0.04,0.28,0,0,0,0,tran,2012
KOI-2255.01,,2255.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,5.46,,1.95,0.74,1.44,1.67,        129.2589,        129.2589,        129.2589,859.0,859.0,859.0,913.3,913.3,913.3,4.0,-23.93,3.71,7.97,0.08,0.00,0.08,87.7,,KOI-2255,,,Lyr,G,0.98,0.87,5796.0,0.766376,,0.400,15.8,1258.14,19.1920,43.3641,-32.0,6.0240,1,0,0.656,1.611,-2.21,0.37,-0.63,0.30,0.00,0.68,0.02,0.27,0,0,0,0,tran,2012
KOI-2256.01,,2256.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,2.70,0.48,1.30,1.88,        26.58469,        26.58469,        26.58469,578.5,578.5,578.5,633.4,633.4,633.4,4.6,-22.92,5.13,10.71,0.08,0.00,0.08,88.2,,KOI-2256,,,Cyg,K,0.67,0.80,4226.0,0.183142,,,15.8,609.43,19.9385,45.4406,-30.3,5.1383,1,0,0.340,0.898,-1.92,1.16,-0.22,0.31,0.00,0.54,0.07,0.27,0,0,0,0,tran,2012
KOI-2257.01,,2257.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,8.86,,2.50,0.57,1.42,1.88,        14.52092,        14.52092,        14.52092,497.3,497.3,497.3,552.6,552.6,552.6,5.0,-22.09,4.75,32.56,0.19,0.00,0.19,87.7,,KOI-2257,,,Lyr,G,0.91,0.80,5540.0,0.540890,,0.500,15.5,899.09,18.8861,45.4341,-29.6,2.2091,1,0,0.557,1.383,-1.88,0.88,-0.10,0.32,0.00,0.57,0.13,0.31,0,0,0,0,tran,2012
KOI-2259.01,,2259.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,,9.50,,2.60,0.54,1.41,1.91,        74.44157,        74.44158,        74.44160,748.3,748.3,748.3,803.7,803.7,803.7,5.1,-23.96,4.94,12.19,0.10,0.00,0.10,90.0,,KOI-2259,,,Cyg,G,0.83,0.94,5480.0,0.714937,,13.500,15.4,980.15,20.0114,43.9850,-31.4,5.1133,1,0,0.642,1.598,-2.14,0.98,-0.38,0.30,0.00,0.56,0.03,0.24,0,0,0,0,tran,2012
KOI-2260.01,,2260.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.92,,0.97,1.00,0.97,0.97,        405.8463,        405.8464,        405.8465,1143.5,1143.5,1143.5,1191.5,1191.5,1191.5,0.9,-23.66,1.84,6.12,0.07,0.00,0.07,84.8,,KOI-2260,,,Cyg,F,1.18,1.12,6437.0,1.932235,,0.290,12.2,372.43,19.3491,50.0301,-33.3,8.6585,1,0,1.017,2.430,-2.34,-0.33,-1.17,0.27,0.00,0.98,0.00,0.30,0,0,0,0,tran,2012
KOI-2261.01,,2261.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.15,,1.05,1.00,1.05,1.05,        198.9311,        198.9311,        198.9311,956.8,956.8,956.8,1005.7,1005.7,1005.7,1.1,-23.05,2.00,3.98,0.04,0.00,0.04,88.8,,KOI-2261,,,Lyr,G,0.77,0.79,5179.0,0.402835,,13.900,14.1,414.11,19.1686,38.8945,-32.5,9.3661,2,0,0.488,1.232,-2.19,-0.29,-1.07,0.29,0.00,0.98,0.01,0.30,0,0,0,0,tran,2012
KOI-2261.02,,2261.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.55,,0.82,1.00,0.82,0.82,        101.4954,        101.4954,        101.4954,808.6,808.6,808.6,854.5,854.5,854.5,0.6,-21.78,1.56,6.63,0.06,0.00,0.06,87.7,,KOI-2261,,,Lyr,G,0.77,0.79,5179.0,0.402835,,13.900,14.1,414.11,19.1686,38.8945,-31.8,6.6864,2,0,0.488,1.232,-2.14,-0.38,-1.17,0.29,0.00,0.90,0.02,0.30,0,0,0,0,tran,2012
KOI-2263.01,,2263.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,5.16,,1.90,0.75,1.43,1.65,        37.20571,        37.20571,        37.20572,629.2,629.2,629.2,683.4,683.4,683.4,3.9,-22.52,3.61,29.97,0.20,0.00,0.20,88.8,,KOI-2263,,,Lyr,F,1.12,1.03,6225.0,1.429295,,0.300,14.5,914.08,19.1314,44.7083,-30.7,2.8008,1,0,0.881,2.124,-2.10,0.32,-0.46,0.31,0.00,0.69,0.05,0.29,0,0,0,0,tran,2012
KOI-2264.01,,2264.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.97,,2.20,0.65,1.44,1.78,        23.25876,        23.25876,        23.25876,559.5,559.5,559.5,614.3,614.3,614.3,4.6,-22.33,4.18,33.24,0.19,0.00,0.19,88.2,,KOI-2264,,,Cyg,G,0.86,1.00,5560.0,0.857411,,13.000,14.5,714.82,19.3566,50.9029,-30.2,2.7759,1,0,0.701,1.738,-1.98,0.60,-0.27,0.32,0.00,0.62,0.08,0.30,0,0,0,0,tran,2012
KOI-2266.01,,2266.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.17,,2.07,0.70,1.44,1.73,        980.4055,        980.4055,        980.4056,1425.6,1425.6,1425.6,1480.2,1480.2,1480.2,4.3,-26.28,3.93,1.00,0.02,0.00,0.02,73.9,,KOI-2266,,,Cyg,K,0.85,0.87,4778.0,0.353926,,,15.9,898.80,19.8868,47.6940,-34.2,24.5902,1,0,0.464,1.195,-2.22,0.48,-0.85,0.29,0.00,0.65,0.00,0.25,0,0,0,0,tran,2012
KOI-2269.01,,2269.01,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,,6.48,,2.12,0.68,1.44,1.75,        8440.285,        8440.285,        8440.286,2441.9,2441.9,2441.9,2496.6,2496.6,2496.6,4.4,-28.68,4.03,0.61,0.01,0.00,0.01,83.7,,KOI-2269,,,Cyg,F,1.18,1.11,6438.0,1.899064,,0.260,15.2,1466.24,19.8013,49.9974,-36.6,40.2589,1,0,1.008,2.409,-2.42,0.52,-1.05,0.27,0.00,0.64,0.00,0.25,0,0,0,0,tran,2012
KOI-2271.01,,2271.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.97,,2.20,0.65,1.44,1.78,        4.494135,        4.494136,        4.494136,370.9,370.9,370.9,425.8,425.8,425.8,4.6,-20.53,4.18,55.82,0.27,0.00,0.27,89.4,,KOI-2271,,,Lyr,G,0.80,0.71,5159.0,0.320382,,0.600,15.6,739.17,19.1532,47.4554,-28.4,1.4172,1,0,0.435,1.100,-1.51,0.60,0.06,0.38,0.00,0.62,0.36,0.48,0,0,0,0,tran,2012
KOI-2272.01,,2272.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,,3.00,,1.50,0.89,1.33,1.41,        18611.42,        18611.43,        18611.43,2975.7,2975.7,2975.7,3028.2,3028.2,3028.2,2.7,-28.78,2.85,1.34,0.03,0.00,0.03,64.2,,KOI-2272,,,Cyg,F,1.76,2.35,7497.0,15.652207,,1.230,12.8,1405.11,19.6102,46.3097,-37.5,44.2782,1,0,2.826,6.600,-2.48,-0.01,-1.23,0.27,0.00,0.80,0.00,0.28,0,0,0,0,tran,2012
KOI-2273.01,,2273.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.12,,1.04,1.00,1.04,1.04,        421.8884,        421.8885,        421.8886,1154.6,1154.6,1154.6,1203.5,1203.5,1203.5,1.1,-23.85,1.98,6.11,0.07,0.00,0.07,85.9,,KOI-2273,,,Cyg,F,1.09,1.21,6162.0,1.893857,,4.300,12.7,473.98,19.6608,46.4915,-33.3,9.6357,1,0,1.017,2.457,-2.32,-0.30,-1.14,0.28,0.00,0.98,0.00,0.30,0,0,0,0,tran,2012
KOI-2274.01,,2274.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,8.22,,2.40,0.59,1.43,1.85,        41.75473,        41.75474,        41.75475,647.6,647.6,647.6,702.8,702.8,702.8,4.9,-23.15,4.56,9.99,0.09,0.00,0.09,87.7,,KOI-2274,,,Cyg,G,0.91,0.74,5065.0,0.323349,,,15.9,846.20,19.4779,43.7797,-30.8,4.4825,1,0,0.439,1.114,-2.04,0.79,-0.32,0.31,0.00,0.59,0.05,0.27,0,0,0,0,tran,2012
KOI-2276.01,,2276.01,Hot,Neptunian,water-gas,no-atmosphere,non-habitable,,9.50,,3.10,0.32,0.99,1.75,        13486.12,        13486.12,        13486.12,2745.5,2745.5,2745.5,2798.6,2798.6,2798.6,3.0,-30.02,5.89,1.44,0.03,0.00,0.03,76.2,,KOI-2276,,,Cyg,F,1.66,2.23,7222.0,12.137507,,1.460,11.6,705.76,19.6639,38.5916,-37.1,40.4481,1,0,2.489,5.812,-2.48,1.85,-1.08,0.23,0.00,0.49,0.00,0.21,0,0,0,0,tran,2012
KOI-2278.01,,2278.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,5.93,,2.03,0.71,1.44,1.71,        135.2005,        135.2005,        135.2005,868.7,868.7,868.7,923.2,923.2,923.2,4.2,-24.07,3.86,14.17,0.12,0.00,0.12,87.1,,KOI-2278,,,Lyr,F,1.15,1.16,6337.0,1.946887,,1.910,13.8,781.17,19.4405,38.4104,-32.1,5.1533,2,0,1.024,2.457,-2.26,0.44,-0.61,0.30,0.00,0.66,0.01,0.26,0,0,0,0,tran,2012
KOI-2278.02,,2278.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.35,,1.11,0.99,1.10,1.10,        559.2895,        559.2896,        559.2896,1239.0,1239.0,1239.0,1288.5,1288.5,1288.5,1.3,-24.30,2.11,4.92,0.06,0.00,0.06,88.2,,KOI-2278,,,Lyr,F,1.15,1.16,6337.0,1.946887,,1.910,13.8,781.17,19.4405,38.4104,-33.6,10.4923,2,0,1.024,2.457,-2.35,-0.26,-1.12,0.28,0.00,0.95,0.00,0.29,0,0,0,0,tran,2012
KOI-2279.01,,2279.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,4.04,,1.70,0.82,1.40,1.54,        41.01255,        41.01255,        41.01255,644.7,644.7,644.7,698.2,698.2,698.2,3.3,-22.38,3.23,27.02,0.18,0.00,0.18,89.4,,KOI-2279,,,Cyg,F,1.10,1.01,6207.0,1.358500,,0.300,13.9,678.15,19.6948,38.7357,-30.8,2.9577,2,0,0.860,2.074,-2.12,0.15,-0.56,0.31,0.00,0.74,0.05,0.30,0,0,0,0,tran,2012
KOI-2279.02,,2279.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.53,,1.16,0.98,1.14,1.15,        114.3422,        114.3422,        114.3422,833.1,833.1,833.1,883.2,883.2,883.2,1.5,-22.67,2.20,12.51,0.11,0.00,0.11,88.8,,KOI-2279,,,Cyg,F,1.10,1.01,6207.0,1.358500,,0.300,13.9,678.15,19.6948,38.7357,-31.9,4.9396,2,0,0.860,2.074,-2.24,-0.23,-0.96,0.29,0.00,0.93,0.02,0.30,0,0,0,0,tran,2012
KOI-2280.01,,2280.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,8.22,,2.40,0.59,1.43,1.85,        12.10571,        12.10571,        12.10571,475.2,475.2,475.2,530.4,530.4,530.4,4.9,-21.80,4.56,26.02,0.17,0.00,0.17,87.7,,KOI-2280,,,Lyr,G,0.99,0.64,5571.0,0.353983,,,15.9,877.30,19.3650,37.7666,-29.5,1.9946,1,0,0.450,1.116,-1.84,0.79,-0.09,0.33,0.00,0.59,0.15,0.33,0,0,0,0,tran,2012
KOI-2281.01,,2281.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.59,,0.84,1.00,0.84,0.84,        1503.205,        1503.205,        1503.205,1586.4,1586.4,1586.4,1632.5,1632.5,1632.5,0.6,-24.77,1.60,0.77,0.01,0.00,0.01,81.4,,KOI-2281,,,Cyg,G,0.76,0.75,5088.0,0.338221,,12.400,13.8,333.60,19.5421,45.6636,-34.7,26.8920,1,0,0.449,1.137,-2.26,-0.37,-1.32,0.27,0.00,0.91,0.00,0.29,0,0,0,0,tran,2012
KOI-2282.01,,2282.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,2.66,,1.43,0.91,1.30,1.36,        214.9666,        214.9667,        214.9667,975.5,975.5,975.5,1027.7,1027.7,1027.7,2.4,-23.81,2.72,6.89,0.07,0.00,0.07,89.4,,KOI-2282,,,Lyr,F,1.06,0.96,6059.0,1.114387,,0.400,14.2,720.08,18.7888,42.2989,-32.6,7.1101,1,0,0.783,1.900,-2.27,-0.06,-0.88,0.29,0.00,0.82,0.01,0.29,0,0,0,0,tran,2012
KOI-2283.01,,2283.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,2.80,,1.46,0.90,1.32,1.39,        8.110177,        8.110178,        8.110180,429.9,429.9,429.9,482.3,482.3,482.3,2.5,-20.28,2.77,17.40,0.11,0.00,0.11,90.0,,KOI-2283,,,Cyg,K,0.59,0.56,4310.0,0.098133,,13.800,15.2,343.86,19.4252,47.2126,-29.0,2.7278,1,0,0.248,0.653,-1.68,-0.04,-0.44,0.36,0.00,0.81,0.22,0.43,0,0,0,0,tran,2012
KOI-2285.01,,2285.01,Hot,Neptunian,gas,metals-rich,non-habitable,,11.07,,3.50,0.26,0.90,1.78,        17.22874,        17.22874,        17.22874,519.0,519.0,519.0,,,,2.9,-23.01,6.66,37.95,0.22,0.00,0.22,88.2,,KOI-2285,,,Cyg,G,1.00,0.89,5866.0,0.841469,,0.400,15.9,1383.97,19.2762,46.8129,-29.8,2.1463,1,0,0.686,1.678,-1.94,2.33,-0.22,0.25,,0.44,0.11,0.26,0,0,0,0,tran,2012
KOI-2286.01,,2286.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,4.88,,1.85,0.77,1.42,1.62,        21.66679,        21.66679,        21.66680,549.7,549.7,549.7,603.7,603.7,603.7,3.8,-21.87,3.52,24.18,0.16,0.00,0.16,89.4,,KOI-2286,,,Cyg,G,0.91,0.80,5540.0,0.540890,,0.400,15.1,740.30,19.8613,45.2742,-30.1,2.6986,1,0,0.557,1.383,-1.97,0.28,-0.39,0.33,0.00,0.70,0.09,0.32,0,0,0,0,tran,2012
KOI-2287.01,,2287.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.34,,0.70,0.99,0.69,0.70,        13.04135,        13.04135,        13.04136,484.1,484.1,484.1,527.8,527.8,527.8,0.3,-19.20,1.33,16.09,0.11,0.00,0.11,89.4,,KOI-2287,,,Cyg,K,0.59,0.60,4680.0,0.154944,,13.900,12.5,121.95,19.6632,46.4386,-29.5,2.9338,1,0,0.308,0.797,-1.82,-0.41,-1.12,0.32,0.00,0.82,0.14,0.38,0,0,0,0,tran,2012
KOI-2288.01,,2288.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,8.22,,2.40,0.59,1.43,1.85,        11.75224,        11.75224,        11.75224,471.7,471.7,471.7,526.9,526.9,526.9,4.9,-21.77,4.56,38.10,0.20,0.00,0.20,90.0,,KOI-2288,,,Lyr,G,0.80,0.84,5285.0,0.493888,,13.600,15.5,854.81,19.3802,38.5670,-29.4,2.1838,1,0,0.538,1.351,-1.82,0.79,-0.08,0.34,0.00,0.59,0.16,0.34,0,0,0,0,tran,2012
KOI-2289.01,,2289.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.97,,2.20,0.65,1.44,1.78,        16.82422,        16.82423,        16.82423,516.0,516.0,516.0,570.8,570.8,570.8,4.6,-21.97,4.18,62.78,0.32,0.00,0.32,89.4,,KOI-2289,,,Cyg,F,1.10,1.12,6255.0,1.722801,,2.240,13.4,606.72,19.7134,38.9458,-29.8,1.8653,1,0,0.967,2.326,-1.95,0.60,-0.21,0.33,0.00,0.62,0.11,0.32,0,0,0,0,tran,2012
KOI-2290.01,,2290.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,4.88,,1.85,0.77,1.42,1.62,        2.235566,        2.235567,        2.235567,311.5,311.5,311.5,365.5,365.5,365.5,3.8,-19.39,3.52,91.50,0.37,0.00,0.37,90.0,,KOI-2290,,,Cyg,G,0.80,0.70,5126.0,0.304397,,0.700,14.4,420.10,19.7901,50.6989,-27.6,1.0124,1,0,0.425,1.076,-1.17,0.28,0.05,0.45,0.00,0.70,0.62,0.66,0,0,0,0,tran,2012
KOI-2291.01,,2291.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,7.59,,2.30,0.62,1.44,1.82,        9.567265,        9.567265,        9.567266,448.1,448.1,448.1,503.1,503.1,503.1,4.7,-21.45,4.37,44.29,0.24,0.00,0.24,90.0,,KOI-2291,,,Lyr,G,0.91,0.80,5531.0,0.537384,,0.400,15.1,758.12,18.8022,44.4780,-29.2,1.7989,1,0,0.556,1.380,-1.77,0.69,-0.07,0.34,0.00,0.61,0.19,0.36,0,0,0,0,tran,2012
KOI-2293.01,,2293.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,5.75,,2.00,0.72,1.44,1.70,        54.57650,        54.57650,        54.57651,692.5,692.5,692.5,746.9,746.9,746.9,4.1,-23.05,3.80,15.03,0.11,0.00,0.11,88.2,,KOI-2293,,,Cyg,G,0.83,0.93,5450.0,0.684608,,13.600,14.8,753.32,19.8967,44.2840,-31.1,4.4262,1,0,0.629,1.568,-2.10,0.41,-0.48,0.31,0.00,0.67,0.04,0.28,0,0,0,0,tran,2012
KOI-2294.01,,2294.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,8.22,,2.40,0.59,1.43,1.85,        3.884330,        3.884331,        3.884331,357.7,357.7,357.7,412.8,412.8,412.8,4.9,-20.56,4.56,131.49,0.51,0.00,0.51,90.0,,KOI-2294,,,Lyr,G,1.02,0.94,5969.0,1.006356,,1.400,14.9,937.95,19.1435,42.4216,-28.2,0.9842,1,0,0.747,1.819,-1.44,0.79,0.16,0.38,0.00,0.59,0.41,0.49,0,0,0,0,tran,2012
KOI-2295.01,,2295.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.29,,0.67,0.98,0.66,0.66,        46.14799,        46.14800,        46.14800,664.0,664.0,664.0,707.0,707.0,707.0,0.3,-20.48,1.27,16.29,0.12,0.00,0.12,88.8,,KOI-2295,,,Lyr,G,0.83,0.90,5453.0,0.642565,,12.000,11.7,171.02,19.3030,39.1644,-30.9,4.0655,1,0,0.609,1.519,-2.08,-0.41,-1.23,0.29,0.00,0.80,0.04,0.31,0,0,0,0,tran,2012
KOI-2296.01,,2296.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.97,,2.20,0.65,1.44,1.78,        5.842683,        5.842684,        5.842685,396.1,396.1,396.1,450.9,450.9,450.9,4.6,-20.82,4.18,106.25,0.44,0.00,0.44,89.4,,KOI-2296,,,Dra,G,0.98,1.00,5952.0,1.126008,,4.100,14.6,847.82,19.1114,49.4063,-28.7,1.2140,1,0,0.791,1.927,-1.62,0.60,-0.00,0.37,0.00,0.62,0.29,0.43,0,0,0,0,tran,2012
KOI-2297.01,,2297.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,3.20,,1.54,0.88,1.35,1.44,        491.5656,        491.5657,        491.5658,1199.6,1199.6,1199.6,1252.4,1252.4,1252.4,2.8,-24.88,2.93,4.64,0.06,0.00,0.06,80.2,,KOI-2297,,,Lyr,F,1.03,1.12,6029.0,1.486986,,5.400,14.3,883.27,18.9552,40.5689,-33.5,10.8684,1,0,0.906,2.201,-2.31,0.02,-0.93,0.29,0.00,0.79,0.00,0.28,0,0,0,0,tran,2012
KOI-2298.01,,2298.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.00,,1.00,1.00,1.00,1.00,        19.88604,        19.88604,        19.88605,538.0,538.0,538.0,586.4,586.4,586.4,1.0,-20.44,1.90,16.67,0.11,0.00,0.11,88.8,,KOI-2298,,,Cyg,K,0.71,0.70,4924.0,0.258439,,13.700,13.8,291.88,19.2304,45.8021,-30.0,3.2727,1,0,0.395,1.008,-1.91,-0.31,-0.90,0.32,0.00,1.00,0.10,0.36,0,0,0,0,tran,2012
KOI-2299.01,,2299.01,Hot,Jovian,gas,metals-rich,non-habitable,,77.40,,10.40,0.07,0.72,2.73,        60.81106,        60.81106,        60.81107,711.4,711.4,711.4,,,,5.3,-26.76,19.86,16.49,0.13,0.00,0.13,87.7,,KOI-2299,,,Cyg,G,1.02,0.93,5986.0,0.996328,,0.400,15.3,1131.37,19.7707,46.8575,-31.2,3.8727,1,0,0.743,1.808,-2.15,8.14,0.25,0.11,,0.18,0.03,0.10,0,0,0,0,tran,2012
KOI-2300.01,,2300.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,,1.91,,1.26,0.96,1.21,1.23,        387.4122,        387.4123,        387.4124,1130.3,1130.3,1130.3,1181.2,1181.2,1181.2,1.8,-24.18,2.39,2.69,0.04,0.00,0.04,88.8,,KOI-2300,,,Dra,G,0.80,0.83,5264.0,0.474580,,13.900,14.1,442.73,18.9398,47.8106,-33.2,12.6635,1,0,0.528,1.327,-2.23,-0.18,-1.02,0.29,0.00,0.88,0.01,0.29,0,0,0,0,tran,2012
KOI-2302.01,,2302.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,4.42,,1.77,0.80,1.41,1.58,        88.07542,        88.07544,        88.07546,780.5,780.5,780.5,834.2,834.2,834.2,3.5,-23.30,3.36,16.86,0.13,0.00,0.13,90.0,,KOI-2302,,,Cyg,F,1.12,1.07,6264.0,1.581483,,1.100,15.0,1227.57,19.7258,43.1561,-31.6,4.2564,1,0,0.926,2.227,-2.22,0.21,-0.64,0.30,0.00,0.72,0.02,0.28,0,0,0,0,tran,2012
KOI-2303.01,,2303.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,2.66,,1.43,0.91,1.30,1.36,        604.0837,        604.0839,        604.0839,1263.0,1263.0,1263.0,1315.2,1315.2,1315.2,2.4,-24.94,2.72,4.89,0.06,0.00,0.06,86.5,,KOI-2303,,,Lyr,F,1.24,1.25,6333.0,2.247796,,,13.8,859.22,19.3165,39.5235,-33.7,10.9195,1,0,1.101,2.641,-2.35,-0.06,-0.99,0.28,0.00,0.82,0.00,0.28,0,0,0,0,tran,2012
KOI-2304.01,,2304.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,3.25,,1.55,0.87,1.35,1.45,        91.69185,        91.69186,        91.69189,788.4,788.4,788.4,841.2,841.2,841.2,2.8,-23.06,2.95,11.17,0.10,0.00,0.10,87.7,,KOI-2304,,,Cyg,G,1.00,0.90,5900.0,0.880609,,0.400,15.4,1083.82,19.7539,43.8214,-31.7,4.8956,1,0,0.701,1.712,-2.19,0.03,-0.73,0.30,0.00,0.78,0.02,0.29,0,0,0,0,tran,2012
KOI-2305.01,,2305.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,8.22,,2.40,0.59,1.43,1.85,        19.61358,        19.61358,        19.61358,536.1,536.1,536.1,591.3,591.3,591.3,4.9,-22.33,4.56,31.03,0.19,0.00,0.19,89.4,,KOI-2305,,,Cyg,G,0.96,0.85,5764.0,0.715523,,0.400,15.7,1158.57,19.7808,48.2723,-30.0,2.3718,1,0,0.635,1.561,-1.96,0.79,-0.18,0.32,0.00,0.59,0.10,0.30,0,0,0,0,tran,2012
KOI-2306.01,,2306.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.83,,0.94,1.00,0.94,0.94,        661.5626,        661.5626,        661.5626,1292.1,1292.1,1292.1,1339.7,1339.7,1339.7,0.8,-24.12,1.79,0.51,0.01,0.00,0.01,75.1,,KOI-2306,,,Lyr,K,0.55,0.52,4052.0,0.066156,,13.800,14.8,228.14,18.8190,42.1542,-33.8,28.1539,1,0,0.205,0.546,-2.15,-0.34,-1.22,0.29,0.00,0.97,0.00,0.29,0,0,0,0,tran,2012
KOI-2307.01,,2307.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,5.16,,1.90,0.75,1.43,1.65,        232.9422,        232.9422,        232.9423,995.3,995.3,995.3,1049.5,1049.5,1049.5,3.9,-24.52,3.61,4.15,0.05,0.00,0.05,89.4,,KOI-2307,,,Lyr,G,0.87,0.81,5495.0,0.536699,,3.400,14.9,672.22,18.8099,43.3786,-32.7,9.0022,1,0,0.556,1.383,-2.23,0.32,-0.72,0.30,0.00,0.69,0.01,0.27,0,0,0,0,tran,2012
